"","ID","stType","boostId","time.s.","startTime","endTime","points","subDate.resp","TCLE","dfs.i10","dfs.i20","dfs.i4","dfs.i21","dfs.i32","dfs.i24","dfs.i7","dfs.i17","dfs.i36","pre.c1","pre.c2","pre.c3","pre.c4","pre.c5","pre.c6","subDate.pos","fss.i4","fss.i7","fss.i10","fss.i11","fss.i17","fss.i21","fss.i24","fss.i27","fss.i32","pos.c1","pos.c2","pos.c3","pos.c4","pos.c5","pos.c6","etnia","gender","economic.class","city","edLevel","inBoost","inThreat","notInTreatAndNotInBoost","condicao","dfs","fss","autoeficacia.pre","autoeficacia.pos"
"110","p110","stMale","male4tpe",536.301,1619804542557,1619805078858,15,"4/30/21 14:42","Aceito",4,3,2,3,3,1,1,5,3,7,7,7,6,5,3,"4/30/21 14:58",4,1,3,5,5,4,4,5,3,8,4,8,8,4,4,"Pardo","Masculino","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.777777778,3.777777778,5.833333333,6
"111","p111","stMale","male4tpe",536.301,1619804542557,1619805078858,15,"4/30/21 14:39","Aceito",4,3,2,3,3,1,1,5,3,7,7,7,6,5,3,"4/30/21 14:58",4,1,3,5,5,4,4,5,3,8,4,8,8,4,4,"Pardo","Masculino","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.777777778,3.777777778,5.833333333,6
"112","p112","default","",326.475,1619715775330,1619716101805,15,"4/29/21 14:02","Aceito",3,2,2,5,4,4,5,5,3,5,7,6,6,8,6,"4/29/21 14:13",4,5,4,3,1,5,4,3,5,7,2,7,6,3,2,"Branco","Masculino","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.666666667,3.777777778,6.333333333,4.5
"113","p113","stFemale","female4bolsas",193.355,1620147503092,1620147696447,12,"5/4/21 13:58","Aceito",4,4,5,5,5,4,3,2,5,8,8,8,8,8,6,"5/4/21 14:04",4,5,4,4,1,4,4,5,5,8,5,4,8,6,6,"Pardo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.111111111,4,7.666666667,6.166666667
"114","p114","stFemale","female4trigemeas",254.721,1620148029071,1620148283792,14,"5/4/21 14:07","Aceito",3,2,3,4,3,3,4,4,3,2,6,6,3,3,3,"5/4/21 14:30",3,2,4,4,4,2,3,4,4,6,6,6,6,2,5,"Pardo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.222222222,3.333333333,3.833333333,5.166666667
"115","p115","stFemale","female4trigemeas",202.538,1620143896695,1620144099233,10,"5/4/21 13:56","Aceito",5,1,3,4,5,4,3,3,5,6,8,8,8,7,8,"5/4/21 14:02",3,4,3,1,5,5,5,5,5,8,7,8,5,5,5,"Pardo","Masculino","Classe Baixa","Lagoa de itaenga Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.666666667,4,7.5,6.333333333
"116","p116","default","",448.879,1620148440976,1620148889855,11,"5/4/21 14:13","Aceito",5,2,2,4,5,3,4,4,3,8,8,8,8,8,8,"5/4/21 14:33",3,5,4,3,4,3,3,4,5,8,8,8,8,5,8,"Branco","Masculino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,3.777777778,8,7.5
"117","p117","default","",362.206,1620147096610,1620147458816,18,"5/4/21 13:50","Aceito",4,3,2,2,3,3,1,1,3,8,8,8,8,8,8,"5/4/21 14:00",5,3,4,1,1,5,5,4,5,8,8,8,8,8,8,"Pardo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",2.444444444,3.666666667,8,8
"118","p118","default","",167.508,1620148131646,1620148299154,10,"5/4/21 14:08","Aceito",3,3,4,4,4,3,4,3,4,5,5,6,6,5,5,"5/4/21 14:15",3,4,4,3,2,4,5,5,4,8,5,6,5,5,7,"Branco","Feminino","Classe Média","araçoiaba","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,3.777777778,5.333333333,6
"119","p119","stFemale","female4trigemeas",262.578,1620147447694,1620147710272,13,"5/4/21 13:57","Aceito",2,3,2,4,3,4,2,4,5,8,8,8,8,8,1,"5/4/21 14:05",1,5,4,4,5,1,1,5,4,8,8,2,2,1,1,"Branco","Feminino","Classe Média","zaré Da Mata","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.222222222,3.333333333,6.833333333,3.666666667
"120","p120","stFemale","female4math",421.381,1620146814787,1620147236168,16,"5/4/21 13:47","Aceito",4,1,4,5,5,5,3,3,5,8,8,8,8,8,8,"5/4/21 13:57",5,3,4,3,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Masculino","Classe Média","Lagoa de Itaenga","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.888888889,4.444444444,8,8
"121","p121","stMale","male4stem",478.216,1620147110614,1620147588830,12,"5/4/21 13:51","Aceito",4,2,4,4,3,4,4,4,4,8,8,8,8,8,8,"5/4/21 14:01",5,4,5,5,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Masculino","Classe Média","Lagoa de Itaenga","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.666666667,4.888888889,8,8
"122","p122","default","",408.339,1620146732098,1620147140437,18,"5/4/21 13:45","Aceito",3,2,3,5,4,1,5,5,5,8,8,8,8,8,8,"5/4/21 13:55",5,5,5,5,1,5,1,5,5,8,8,7,8,5,6,"Pardo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.666666667,4.111111111,8,7
"123","p123","stFemale","female4bolsas",339.941,1620147137257,1620147477198,14,"5/4/21 13:52","Aceito",3,4,3,2,2,3,4,4,5,7,8,7,6,8,6,"5/4/21 14:02",4,4,3,5,4,2,4,4,5,8,8,4,7,2,6,"Branco","Feminino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.333333333,3.888888889,7,5.833333333
"124","p124","default","",38.154,1620146780889,1620146819043,3,"5/4/21 13:46","Aceito",3,1,4,4,4,3,2,3,5,8,8,8,3,8,1,"5/4/21 13:49",3,5,4,1,5,5,4,5,4,8,4,7,4,4,7,"Pardo","Masculino","Classe Baixa","Lagoa do carro","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.222222222,4,6,5.666666667
"125","p125","stMale","male4tpe",275.092,1619807733897,1619808008989,14,"4/30/21 15:35","Aceito",4,2,3,5,4,4,3,5,5,8,8,8,6,3,2,"4/30/21 15:44",4,3,3,4,5,5,4,4,5,8,8,7,8,6,4,"Negro","Masculino","Classe Média","Tracunhaem","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.888888889,4.111111111,5.833333333,6.833333333
"126","p126","stMale","male4tpe",275.092,1619807733897,1619808008989,14,"4/30/21 15:34","Aceito",4,2,3,5,4,4,3,5,5,8,8,8,6,3,2,"4/30/21 15:44",4,3,3,4,5,5,4,4,5,8,8,7,8,6,4,"Negro","Masculino","Classe Média","Tracunhaem","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.888888889,4.111111111,5.833333333,6.833333333
"127","p127","default","",108.346,1620146742077,1620146850423,4,"5/4/21 13:45","Aceito",4,5,5,5,5,3,5,5,5,8,8,8,8,8,8,"5/4/21 13:48",5,5,4,5,5,5,3,2,4,5,3,4,3,3,2,"Pardo","Feminino","Classe Baixa","Lagoa de itaenga","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",4.666666667,4.222222222,8,3.333333333
"128","p128","default","",275.79,1620149737892,1620150013682,12,"5/4/21 14:35","Aceito",3,4,4,2,4,2,4,3,5,8,8,8,7,8,8,"5/4/21 14:43",4,5,3,3,2,5,4,4,5,8,7,7,7,4,7,"Branco","Feminino","Classe Baixa","","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.444444444,3.888888889,7.833333333,6.666666667
"129","p129","default","",182.952,1620146970014,1620147152966,3,"5/4/21 13:49","Aceito",4,3,3,4,4,4,3,4,3,6,6,5,5,6,6,"5/4/21 13:58",3,3,2,1,1,2,2,1,1,6,6,7,7,3,6,"Branco","Feminino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,1.777777778,5.666666667,5.833333333
